,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
1170,TOR,TOR @ NOP,01/02/2021,L,240,116,38,91,41.8,14,48,29.2,26,27,96.3,10,30,40,21,6,4,10,29,-4
1171,ATL,ATL vs. CLE,01/02/2021,L,240,91,35,85,41.2,11,32,34.4,10,19,52.6,15,33,48,22,9,5,22,20,-5
1172,CLE,CLE @ ATL,01/02/2021,W,240,96,38,91,41.8,7,29,24.1,13,17,76.5,15,31,46,19,10,2,15,21,5
1173,IND,IND vs. NYK,01/02/2021,L,240,102,34,84,40.5,19,50,38.0,15,18,83.3,5,27,32,22,6,4,9,21,-4
1174,NYK,NYK @ IND,01/02/2021,W,240,106,42,83,50.6,12,27,44.4,10,13,76.9,10,41,51,23,4,3,16,16,4
1175,HOU,HOU vs. SAC,01/02/2021,W,240,102,36,81,44.4,13,41,31.7,17,23,73.9,6,42,48,15,10,10,14,22,8
1176,SAC,SAC @ HOU,01/02/2021,L,240,94,35,90,38.9,9,28,32.1,15,21,71.4,14,33,47,11,5,4,15,21,-8
1177,OKC,OKC @ ORL,01/02/2021,W,240,108,38,86,44.2,13,41,31.7,19,21,90.5,6,46,52,22,5,5,12,17,9
1178,ORL,ORL vs. OKC,01/02/2021,L,240,99,40,108,37.0,10,38,26.3,9,12,75.0,15,40,55,21,7,1,6,18,-9
1179,PHI,PHI vs. CHA,01/02/2021,W,240,127,47,79,59.5,16,35,45.7,17,24,70.8,7,38,45,35,10,7,22,17,15
1180,CHA,CHA @ PHI,01/02/2021,L,240,112,38,92,41.3,13,35,37.1,23,26,88.5,14,26,40,34,15,5,12,18,-15
1181,CHA,CHA vs. MEM,01/01/2021,L,240,93,35,86,40.7,9,31,29.0,14,21,66.7,10,32,42,23,9,4,19,15,-15
1182,MEM,MEM @ CHA,01/01/2021,W,240,108,43,90,47.8,14,39,35.9,8,10,80.0,10,38,48,34,10,6,17,18,15
1183,WAS,WAS @ MIN,01/01/2021,W,240,130,49,89,55.1,16,33,48.5,16,21,76.2,8,35,43,35,9,3,16,19,21
1184,MIN,MIN vs. WAS,01/01/2021,L,240,109,42,88,47.7,13,36,36.1,12,21,57.1,11,32,43,17,9,3,20,22,-21
1185,PHX,PHX @ DEN,01/01/2021,W,240,106,37,76,48.7,13,35,37.1,19,21,90.5,8,29,37,24,1,4,17,20,3
1186,DEN,DEN vs. PHX,01/01/2021,L,240,103,39,86,45.3,12,29,41.4,13,16,81.3,8,30,38,28,7,1,12,25,-3
1187,MIA,MIA @ DAL,01/01/2021,L,240,83,29,78,37.2,7,33,21.2,18,25,72.0,5,36,41,20,10,2,16,24,-10
1188,DAL,DAL vs. MIA,01/01/2021,W,240,93,32,78,41.0,12,37,32.4,17,23,73.9,4,45,49,18,9,3,17,25,10
1189,CHI,CHI @ MIL,01/01/2021,L,240,96,38,87,43.7,6,26,23.1,14,20,70.0,6,36,42,18,10,6,21,21,-30
1190,MIL,MIL vs. CHI,01/01/2021,W,240,126,42,85,49.4,22,45,48.9,20,30,66.7,5,39,44,27,16,6,17,19,30
1191,UTA,UTA vs. LAC,01/01/2021,W,240,106,41,89,46.1,15,42,35.7,9,14,64.3,13,33,46,28,3,3,14,20,6
1192,LAC,LAC @ UTA,01/01/2021,L,240,100,33,85,38.8,13,33,39.4,21,24,87.5,12,31,43,19,6,8,10,16,-6
1193,BOS,BOS @ DET,01/01/2021,L,240,93,39,83,47.0,8,31,25.8,7,14,50.0,7,37,44,20,12,11,21,20,-3
1194,DET,DET vs. BOS,01/01/2021,W,240,96,36,88,40.9,11,34,32.4,13,20,65.0,12,36,48,18,9,2,20,16,3
1195,ATL,ATL @ BKN,01/01/2021,W,240,114,43,93,46.2,16,39,41.0,12,14,85.7,10,38,48,24,8,3,11,20,18
1196,BKN,BKN vs. ATL,01/01/2021,L,240,96,35,86,40.7,7,37,18.9,19,23,82.6,10,35,45,19,6,6,15,16,-18
1197,LAL,LAL @ SAS,01/01/2021,W,240,109,41,101,40.6,14,33,42.4,13,16,81.3,16,42,58,27,8,7,13,20,6
1198,SAS,SAS vs. LAL,01/01/2021,L,240,103,36,85,42.4,13,34,38.2,18,26,69.2,8,37,45,23,3,8,13,20,-6
1199,POR,POR @ GSW,01/01/2021,W,240,123,40,92,43.5,20,43,46.5,23,30,76.7,8,43,51,23,11,3,10,27,25
1200,GSW,GSW vs. POR,01/01/2021,L,240,98,31,79,39.2,7,35,20.0,29,33,87.9,3,41,44,19,4,9,15,28,-25
1201,OKC,OKC vs. NOP,12/31/2020,L,240,80,30,80,37.5,15,48,31.3,5,15,33.3,7,33,40,24,6,3,19,20,-33
1202,NOP,NOP @ OKC,12/31/2020,W,240,113,44,91,48.4,13,36,36.1,12,19,63.2,14,44,58,23,9,4,13,16,33
1203,WAS,WAS vs. CHI,12/31/2020,L,240,130,42,84,50.0,14,29,48.3,32,41,78.0,9,28,37,27,8,4,14,27,-3
1204,CHI,CHI @ WAS,12/31/2020,W,240,133,50,92,54.3,14,36,38.9,19,25,76.0,9,35,44,34,9,3,17,27,3
1205,NYK,NYK @ TOR,12/31/2020,L,240,83,32,88,36.4,3,36,8.3,16,20,80.0,9,39,48,21,6,3,16,21,-17
1206,TOR,TOR vs. NYK,12/31/2020,W,240,100,34,83,41.0,17,52,32.7,15,21,71.4,9,44,53,21,7,6,18,22,17
1207,IND,IND vs. CLE,12/31/2020,W,240,119,42,87,48.3,16,35,45.7,19,24,79.2,9,35,44,28,12,1,14,22,20
1208,CLE,CLE @ IND,12/31/2020,L,240,99,37,82,45.1,12,23,52.2,13,24,54.2,11,32,43,22,5,6,18,22,-20
1209,UTA,UTA vs. PHX,12/31/2020,L,240,95,35,84,41.7,12,34,35.3,13,19,68.4,10,36,46,16,8,3,14,15,-11
1210,PHX,PHX @ UTA,12/31/2020,W,240,106,41,84,48.8,17,33,51.5,7,10,70.0,5,36,41,26,5,6,15,17,11
1211,SAC,SAC @ HOU,12/31/2020,L,240,119,45,96,46.9,11,33,33.3,18,24,75.0,14,31,45,23,11,5,15,21,-3
1212,HOU,HOU vs. SAC,12/31/2020,W,240,122,45,86,52.3,13,36,36.1,19,25,76.0,10,35,45,26,10,6,18,14,3
1213,PHI,PHI @ ORL,12/31/2020,W,240,116,44,91,48.4,15,33,45.5,13,15,86.7,7,47,54,23,7,10,15,23,24
1214,ORL,ORL vs. PHI,12/31/2020,L,240,92,33,95,34.7,7,28,25.0,19,21,90.5,10,38,48,17,2,5,11,15,-24
1215,DAL,DAL vs. CHA,12/30/2020,L,240,99,34,87,39.1,12,42,28.6,19,33,57.6,13,26,39,24,10,6,14,16,-19
1216,CHA,CHA @ DAL,12/30/2020,W,240,118,43,84,51.2,15,34,44.1,17,21,81.0,12,38,50,30,6,6,24,28,19
1217,MIA,MIA vs. MIL,12/30/2020,W,240,119,40,82,48.8,15,39,38.5,24,29,82.8,10,42,52,25,5,5,22,18,11
1218,MIL,MIL @ MIA,12/30/2020,L,240,108,40,102,39.2,16,41,39.0,12,13,92.3,16,31,47,26,14,6,13,25,-11
1219,LAC,LAC vs. POR,12/30/2020,W,240,128,47,95,49.5,18,38,47.4,16,22,72.7,11,36,47,30,13,6,11,25,23
1220,POR,POR @ LAC,12/30/2020,L,240,105,32,76,42.1,12,38,31.6,29,34,85.3,5,36,41,14,5,4,19,17,-23
1221,MEM,MEM @ BOS,12/30/2020,L,240,107,40,93,43.0,9,33,27.3,18,25,72.0,14,32,46,26,8,3,22,13,-19
1222,BOS,BOS vs. MEM,12/30/2020,W,240,126,49,91,53.8,16,39,41.0,12,14,85.7,10,32,42,27,17,11,16,21,19
1223,BKN,BKN vs. ATL,12/30/2020,W,240,145,54,100,54.0,19,41,46.3,18,23,78.3,9,31,40,30,6,3,9,24,4
1224,ATL,ATL @ BKN,12/30/2020,L,240,141,47,99,47.5,18,46,39.1,29,35,82.9,17,37,54,27,5,2,12,19,-4
1225,LAL,LAL @ SAS,12/30/2020,W,240,121,46,82,56.1,14,26,53.8,15,20,75.0,7,40,47,25,4,3,17,24,14
1226,SAS,SAS vs. LAL,12/30/2020,L,240,107,40,87,46.0,10,24,41.7,17,23,73.9,7,32,39,25,8,4,11,18,-14
1227,ORL,ORL @ OKC,12/29/2020,W,240,118,49,96,51.0,7,22,31.8,13,16,81.3,12,34,46,26,12,2,11,23,11
1228,OKC,OKC vs. ORL,12/29/2020,L,240,107,43,87,49.4,11,34,32.4,10,19,52.6,10,37,47,20,3,7,20,18,-11
1229,WAS,WAS vs. CHI,12/29/2020,L,240,107,37,84,44.0,10,37,27.0,23,26,88.5,8,39,47,25,6,6,21,28,-8
1230,CHI,CHI @ WAS,12/29/2020,W,240,115,38,87,43.7,15,36,41.7,24,32,75.0,5,32,37,26,7,1,14,23,8
1231,DEN,DEN @ SAC,12/29/2020,L,240,115,44,81,54.3,11,28,39.3,16,20,80.0,7,32,39,27,7,5,20,18,-10
1232,SAC,SAC vs. DEN,12/29/2020,W,240,125,46,94,48.9,16,33,48.5,17,22,77.3,12,25,37,33,9,2,11,18,10
1233,IND,IND vs. BOS,12/29/2020,L,240,111,43,84,51.2,12,33,36.4,13,16,81.3,4,32,36,27,9,5,15,25,-5
1234,BOS,BOS @ IND,12/29/2020,W,240,116,40,80,50.0,9,22,40.9,27,37,73.0,12,31,43,21,10,3,14,16,5
1235,DET,DET vs. GSW,12/29/2020,L,240,106,35,92,38.0,13,35,37.1,23,29,79.3,16,29,45,21,8,6,15,26,-10
1236,GSW,GSW @ DET,12/29/2020,W,240,116,38,76,50.0,14,33,42.4,26,36,72.2,4,36,40,21,8,8,19,28,10
1237,MIA,MIA vs. MIL,12/29/2020,L,240,97,37,79,46.8,11,37,29.7,12,18,66.7,3,27,30,23,9,6,22,18,-47
1238,MIL,MIL @ MIA,12/29/2020,W,240,144,51,92,55.4,29,51,56.9,13,15,86.7,10,35,45,32,14,2,17,22,47
1239,NYK,NYK @ CLE,12/29/2020,W,240,95,34,79,43.0,14,25,56.0,13,21,61.9,14,41,55,23,9,6,27,21,9
1240,CLE,CLE vs. NYK,12/29/2020,L,240,86,32,88,36.4,7,32,21.9,15,22,68.2,14,29,43,22,13,10,13,17,-9
1241,MIN,MIN @ LAC,12/29/2020,L,240,101,37,89,41.6,13,38,34.2,14,17,82.4,11,28,39,22,7,6,14,15,-23
1242,LAC,LAC vs. MIN,12/29/2020,W,240,124,47,88,53.4,16,31,51.6,14,16,87.5,7,39,46,32,6,10,15,21,23
1243,PHX,PHX vs. NOP,12/29/2020,W,240,111,37,84,44.0,19,47,40.4,18,19,94.7,12,31,43,24,7,4,12,18,25
1244,NOP,NOP @ PHX,12/29/2020,L,240,86,37,77,48.1,3,24,12.5,9,18,50.0,7,34,41,18,8,3,18,14,-25
1245,TOR,TOR @ PHI,12/29/2020,L,240,93,32,90,35.6,17,45,37.8,12,14,85.7,10,37,47,21,12,7,20,28,-7
1246,PHI,PHI vs. TOR,12/29/2020,W,240,100,32,84,38.1,8,31,25.8,28,33,84.8,9,45,54,21,10,10,20,15,7
1247,OKC,OKC vs. UTA,12/28/2020,L,240,109,40,86,46.5,15,38,39.5,14,19,73.7,7,30,37,21,9,5,17,16,-1
1248,UTA,UTA @ OKC,12/28/2020,W,240,110,43,86,50.0,13,36,36.1,11,14,78.6,8,35,43,24,9,6,17,19,1
1249,DEN,DEN vs. HOU,12/28/2020,W,240,124,46,87,52.9,14,31,45.2,18,32,56.3,11,41,52,31,8,7,16,18,13
1250,HOU,HOU @ DEN,12/28/2020,L,240,111,39,86,45.3,16,39,41.0,17,23,73.9,5,33,38,25,8,3,16,25,-13
1251,DET,DET @ ATL,12/28/2020,L,240,120,43,98,43.9,13,41,31.7,21,24,87.5,17,31,48,24,7,4,8,25,-8
1252,ATL,ATL vs. DET,12/28/2020,W,240,128,40,82,48.8,20,42,47.6,28,32,87.5,8,37,45,30,5,7,13,22,8
1253,MEM,MEM @ BKN,12/28/2020,W,265,116,42,98,42.9,10,29,34.5,22,29,75.9,16,40,56,20,10,4,19,17,5
1254,BKN,BKN vs. MEM,12/28/2020,L,265,111,41,100,41.0,14,42,33.3,15,17,88.2,13,37,50,28,13,6,17,20,-5
1255,POR,POR @ LAL,12/28/2020,W,240,115,43,92,46.7,16,46,34.8,13,15,86.7,7,38,45,27,9,6,10,16,8
1256,LAL,LAL vs. POR,12/28/2020,L,240,107,41,87,47.1,10,27,37.0,15,18,83.3,6,35,41,20,6,5,15,14,-8
1257,SAS,SAS @ NOP,12/27/2020,L,240,95,38,89,42.7,11,36,30.6,8,8,100,4,43,47,26,5,10,15,23,-3
1258,NOP,NOP vs. SAS,12/27/2020,W,240,98,36,94,38.3,5,24,20.8,21,29,72.4,13,43,56,15,11,4,8,16,3
1259,WAS,WAS vs. ORL,12/27/2020,L,240,113,47,97,48.5,8,32,25.0,11,13,84.6,13,34,47,27,6,4,13,26,-7
1260,ORL,ORL @ WAS,12/27/2020,W,240,120,37,85,43.5,9,25,36.0,37,38,97.4,11,34,45,19,6,3,10,14,7
1261,BKN,BKN @ CHA,12/27/2020,L,240,104,35,82,42.7,17,47,36.2,17,25,68.0,6,40,46,23,4,5,19,17,-2
1262,CHA,CHA vs. BKN,12/27/2020,W,240,106,43,96,44.8,10,34,29.4,10,17,58.8,13,39,52,35,8,3,15,25,2
1263,PHX,PHX @ SAC,12/27/2020,W,240,116,46,94,48.9,14,35,40.0,10,11,90.9,8,36,44,34,6,3,9,20,16
1264,SAC,SAC vs. PHX,12/27/2020,L,240,100,36,76,47.4,10,23,43.5,18,25,72.0,3,36,39,21,5,4,15,23,-16
1265,BOS,BOS @ IND,12/27/2020,L,240,107,40,79,50.6,9,23,39.1,18,24,75.0,6,34,40,21,13,7,18,17,-1
1266,IND,IND vs. BOS,12/27/2020,W,240,108,45,88,51.1,7,26,26.9,11,15,73.3,8,29,37,23,11,7,16,20,1
1267,CLE,CLE vs. PHI,12/27/2020,W,240,118,48,91,52.7,9,23,39.1,13,16,81.3,11,34,45,31,13,6,16,22,24
1268,PHI,PHI @ CLE,12/27/2020,L,240,94,33,79,41.8,12,37,32.4,16,22,72.7,8,31,39,24,9,5,22,19,-24
1269,LAC,LAC vs. DAL,12/27/2020,L,240,73,26,76,34.2,4,33,12.1,17,20,85.0,5,31,36,13,2,2,14,19,-51
1270,DAL,DAL @ LAC,12/27/2020,W,240,124,43,87,49.4,14,41,34.1,24,27,88.9,11,43,54,25,10,2,8,14,51
1271,MIL,MIL @ NYK,12/27/2020,L,240,110,41,95,43.2,7,38,18.4,21,29,72.4,17,27,44,24,7,5,11,21,-20
1272,NYK,NYK vs. MIL,12/27/2020,W,240,130,46,85,54.1,16,27,59.3,22,27,81.5,8,38,46,27,5,4,16,23,20
1273,GSW,GSW @ CHI,12/27/2020,W,240,129,42,104,40.4,18,47,38.3,27,30,90.0,10,31,41,25,17,4,12,23,1
1274,CHI,CHI vs. GSW,12/27/2020,L,240,128,44,86,51.2,17,41,41.5,23,31,74.2,7,47,54,27,4,6,24,21,-1
1275,MIN,MIN @ LAL,12/27/2020,L,240,91,38,103,36.9,6,35,17.1,9,14,64.3,17,31,48,24,11,6,18,24,-36
1276,LAL,LAL vs. MIN,12/27/2020,W,240,127,50,90,55.6,13,35,37.1,14,18,77.8,5,41,46,32,6,14,17,19,36
1277,ATL,ATL @ MEM,12/26/2020,W,240,122,38,89,42.7,13,36,36.1,33,38,86.8,13,41,54,23,4,5,15,20,10
1278,MEM,MEM vs. ATL,12/26/2020,L,240,112,37,93,39.8,13,43,30.2,25,29,86.2,9,37,46,20,5,6,10,27,-10
1279,ORL,ORL @ WAS,12/26/2020,W,240,130,48,95,50.5,11,31,35.5,23,29,79.3,11,43,54,25,8,0,14,21,10
1280,WAS,WAS vs. ORL,12/26/2020,L,240,120,46,95,48.4,13,37,35.1,15,28,53.6,7,36,43,28,5,3,14,25,-10
1281,OKC,OKC @ CHA,12/26/2020,W,240,109,40,88,45.5,10,36,27.8,19,24,79.2,9,45,54,25,10,7,17,21,2
1282,CHA,CHA vs. OKC,12/26/2020,L,240,107,37,93,39.8,13,32,40.6,20,32,62.5,13,34,47,27,11,8,13,22,-2
1283,SAC,SAC vs. PHX,12/26/2020,W,240,106,39,86,45.3,5,23,21.7,23,33,69.7,15,41,56,20,4,9,18,22,3
1284,PHX,PHX @ SAC,12/26/2020,L,240,103,41,98,41.8,11,44,25.0,10,13,76.9,10,30,40,25,8,5,11,23,-3
1285,MIN,MIN @ UTA,12/26/2020,W,240,116,45,101,44.6,13,29,44.8,13,18,72.2,12,28,40,21,9,5,10,28,5
1286,UTA,UTA vs. MIN,12/26/2020,L,240,111,36,94,38.3,10,34,29.4,29,37,78.4,19,38,57,15,5,4,19,20,-5
1287,POR,POR vs. HOU,12/26/2020,W,265,128,47,102,46.1,19,45,42.2,15,23,65.2,11,34,45,27,10,5,14,20,2
1288,HOU,HOU @ POR,12/26/2020,L,265,126,45,87,51.7,11,35,31.4,25,32,78.1,10,32,42,27,5,5,16,22,-2
1289,DET,DET vs. CLE,12/26/2020,L,290,119,40,98,40.8,16,45,35.6,23,32,71.9,10,47,57,24,9,5,24,20,-9
1290,CLE,CLE @ DET,12/26/2020,W,290,128,48,99,48.5,13,30,43.3,19,30,63.3,7,44,51,29,13,4,19,24,9
1291,PHI,PHI @ NYK,12/26/2020,W,240,109,41,88,46.6,11,31,35.5,16,22,72.7,12,35,47,20,9,6,12,19,20
1292,NYK,NYK vs. PHI,12/26/2020,L,240,89,32,83,38.6,8,29,27.6,17,23,73.9,13,30,43,19,6,4,16,23,-20
1293,IND,IND @ CHI,12/26/2020,W,240,125,52,93,55.9,9,26,34.6,12,19,63.2,9,40,49,34,15,4,16,26,19
1294,CHI,CHI vs. IND,12/26/2020,L,240,106,34,91,37.4,16,39,41.0,22,25,88.0,13,28,41,23,7,7,20,16,-19
1295,TOR,TOR @ SAS,12/26/2020,L,240,114,44,96,45.8,15,41,36.6,11,15,73.3,10,36,46,32,8,9,12,23,-5
1296,SAS,SAS vs. TOR,12/26/2020,W,240,119,47,100,47.0,14,34,41.2,11,16,68.8,14,39,53,36,4,3,16,20,5
1297,LAC,LAC @ DEN,12/25/2020,W,240,121,41,74,55.4,19,38,50.0,20,24,83.3,9,29,38,32,9,4,21,32,13
1298,DEN,DEN vs. LAC,12/25/2020,L,240,108,37,81,45.7,11,36,30.6,23,31,74.2,10,22,32,25,7,1,13,20,-13
1299,GSW,GSW @ MIL,12/25/2020,L,240,99,34,99,34.3,10,45,22.2,21,25,84.0,10,33,43,14,5,6,11,22,-39
1300,MIL,MIL vs. GSW,12/25/2020,W,240,138,50,90,55.6,20,36,55.6,18,26,69.2,11,49,60,25,6,4,18,17,39
1301,MIA,MIA vs. NOP,12/25/2020,W,240,111,38,75,50.7,16,37,43.2,19,23,82.6,4,31,35,29,11,2,17,25,13
1302,NOP,NOP @ MIA,12/25/2020,L,240,98,31,78,39.7,10,35,28.6,26,33,78.8,11,30,41,18,8,2,19,20,-13
1303,BKN,BKN @ BOS,12/25/2020,W,240,123,41,76,53.9,15,29,51.7,26,31,83.9,9,34,43,21,5,10,16,22,28
1304,BOS,BOS vs. BKN,12/25/2020,L,240,95,37,98,37.8,8,27,29.6,13,19,68.4,20,27,47,23,6,5,15,27,-28
1305,LAL,LAL vs. DAL,12/25/2020,W,240,138,51,91,56.0,19,39,48.7,17,24,70.8,17,36,53,33,9,4,17,23,23
1306,DAL,DAL @ LAL,12/25/2020,L,240,115,41,83,49.4,13,32,40.6,20,26,76.9,3,24,27,20,13,3,9,22,-23
1307,SAS,SAS @ MEM,12/23/2020,W,240,131,48,95,50.5,10,25,40.0,25,29,86.2,8,40,48,28,8,8,11,18,12
1308,MEM,MEM vs. SAS,12/23/2020,L,240,119,49,95,51.6,10,27,37.0,11,18,61.1,5,37,42,27,6,8,11,20,-12
1309,TOR,TOR vs. NOP,12/23/2020,L,240,99,38,89,42.7,14,46,30.4,9,12,75.0,7,28,35,26,10,5,21,22,-14
1310,NOP,NOP @ TOR,12/23/2020,W,240,113,42,80,52.5,19,42,45.2,10,20,50.0,8,37,45,30,13,7,27,17,14
1311,DET,DET @ MIN,12/23/2020,L,240,101,45,93,48.4,8,35,22.9,3,8,37.5,7,37,44,29,5,2,15,20,-10
1312,MIN,MIN vs. DET,12/23/2020,W,240,111,38,88,43.2,11,41,26.8,24,28,85.7,12,36,48,25,6,5,12,16,10
1313,DEN,DEN vs. SAC,12/23/2020,L,265,122,47,98,48.0,8,29,27.6,20,24,83.3,10,36,46,28,6,11,15,25,-2
1314,SAC,SAC @ DEN,12/23/2020,W,265,124,45,102,44.1,10,31,32.3,24,31,77.4,18,36,54,27,5,7,15,29,2
1315,IND,IND vs. NYK,12/23/2020,W,240,121,46,94,48.9,8,34,23.5,21,29,72.4,10,40,50,28,6,9,13,24,14
1316,NYK,NYK @ IND,12/23/2020,L,240,107,39,85,45.9,12,28,42.9,17,23,73.9,5,35,40,25,8,8,16,27,-14
1317,POR,POR vs. UTA,12/23/2020,L,240,100,37,92,40.2,12,33,36.4,14,17,82.4,6,34,40,23,6,3,6,18,-20
1318,UTA,UTA @ POR,12/23/2020,W,240,120,43,94,45.7,19,50,38.0,15,19,78.9,12,47,59,24,3,3,11,16,20
1319,CLE,CLE vs. CHA,12/23/2020,W,240,121,46,87,52.9,14,30,46.7,15,20,75.0,10,40,50,34,12,3,21,22,7
1320,CHA,CHA @ CLE,12/23/2020,L,240,114,45,90,50.0,16,44,36.4,8,15,53.3,8,24,32,29,10,4,15,17,-7
1321,MIA,MIA @ ORL,12/23/2020,L,240,107,42,83,50.6,7,20,35.0,16,19,84.2,7,36,43,25,11,2,22,21,-6
1322,ORL,ORL vs. MIA,12/23/2020,W,240,113,42,88,47.7,10,28,35.7,19,30,63.3,11,30,41,23,15,3,18,19,6
1323,MIL,MIL @ BOS,12/23/2020,L,240,121,46,90,51.1,14,35,40.0,15,18,83.3,11,41,52,19,4,6,16,20,-1
1324,BOS,BOS vs. MIL,12/23/2020,W,240,122,48,101,47.5,18,40,45.0,8,11,72.7,10,27,37,23,8,6,7,17,1
1325,PHX,PHX vs. DAL,12/23/2020,W,240,106,38,79,48.1,11,30,36.7,19,27,70.4,6,42,48,21,7,7,19,26,4
1326,DAL,DAL @ PHX,12/23/2020,L,240,102,36,85,42.4,9,37,24.3,21,26,80.8,6,33,39,17,6,0,12,23,-4
1327,ATL,ATL @ CHI,12/23/2020,W,240,124,43,80,53.8,14,35,40.0,24,29,82.8,8,38,46,24,6,3,23,29,20
1328,CHI,CHI vs. ATL,12/23/2020,L,240,104,36,87,41.4,8,35,22.9,24,28,85.7,8,29,37,20,10,3,17,22,-20
1329,WAS,WAS @ PHI,12/23/2020,L,240,107,39,85,45.9,13,27,48.1,16,23,69.6,5,35,40,28,7,4,20,26,-6
1330,PHI,PHI vs. WAS,12/23/2020,W,240,113,41,87,47.1,8,28,28.6,23,30,76.7,10,37,47,22,11,8,18,25,6
1331,BKN,BKN vs. GSW,12/22/2020,W,240,125,42,92,45.7,15,35,42.9,26,32,81.3,13,44,57,24,11,7,20,22,26
1332,GSW,GSW @ BKN,12/22/2020,L,240,99,37,99,37.4,10,33,30.3,15,23,65.2,13,34,47,26,6,6,18,24,-26
1333,LAL,LAL vs. LAC,12/22/2020,L,240,109,38,81,46.9,9,29,31.0,24,31,77.4,8,37,45,22,4,2,19,20,-7
1334,LAC,LAC @ LAL,12/22/2020,W,240,116,44,93,47.3,14,40,35.0,14,19,73.7,11,29,40,22,10,3,16,29,7
